script_file,line_no,raw_text,parsed_date,partial_date,parsed_ticker,keyword,context_50char,source,event_type,source_image
ch2-5.txt,161,這是出量 對不對 我們的定義,,,,出量,第二次打到月線 又出量紅K拉上去 這地方就做進場 對不對 慣性支撐在這個位置 如果停損的話就直接設定跌破月線就可以了 所以你的風報比會非常的低 就是你的停損的距離會很低 你可以用非常小的一個停損 去換取上面高的報酬 這就風報比的概念 你可以去查一下 再來下一個 這邊兩根黑K 不是 一根黑k 出量黑K 這是出量 這不是量縮 這是出量 對不對 我們的定義 它至少要在前一根K棒大量的一半以下才叫量縮 這,auto,,
ch2-5.txt,162,它至少要在前一根K棒大量的一半以下才叫量縮,,,,大量,又出量紅K拉上去 這地方就做進場 對不對 慣性支撐在這個位置 如果停損的話就直接設定跌破月線就可以了 所以你的風報比會非常的低 就是你的停損的距離會很低 你可以用非常小的一個停損 去換取上面高的報酬 這就風報比的概念 你可以去查一下 再來下一個 這邊兩根黑K 不是 一根黑k 出量黑K 這是出量 這不是量縮 這是出量 對不對 我們的定義 它至少要在前一根K棒大量的一半以下才叫量縮 這根沒有量縮 它的,auto,,
ch3-1.txt,55,你會大量的買進同一個族群,,,,大量,但是沒有一些法人籌碼的進駐的話 是不是就代表說 市場對於他未來的成長性 可能會有一點產生質疑 所以我們要找 就是要找有法人籌碼進駐的 那波段的特性 我們就會從外資開始 這邊提到第一個 我們外資的買賣超裡面 我們可以找到族群性 等一下我們會教學 族群性  這個非常的重要 我們可以知道最近 法人對於哪一個族群 是特別有研究 特別看好的 很簡單這道理 你會大量的買進同一個族群 代表說對於這個族群 前景未,auto,,
ch3-1.txt,63,我們就可以判斷它今天是有大量的進駐,,,,大量,我們可以找到族群性 等一下我們會教學 族群性  這個非常的重要 我們可以知道最近 法人對於哪一個族群 是特別有研究 特別看好的 很簡單這道理 你會大量的買進同一個族群 代表說對於這個族群 前景未來是看好的 就這麼簡單 對不對 就像是我們一開始買股票背後的道理一模一樣 籌碼買超佔總成交 當日它自己總成交 兩萬張或者是1/3以上 我們就可以判斷它今天是有大量的進駐 這兩個是一個重點 我們可以從這一個籌,auto,,
ch3-2.txt,84,"04:05,跌破月線 或者是你用這一個大量的紅K低點去做防守",,,,大量,"03:19,我們剛才在三月九號 03:20,選出這邊有族群性之後 03:23,我們就挑開發金 03:25,不管是哪一個金 03:27,我就挑開發金進來 03:31,這天選出來 對不對 03:34,它必須要離 03:37,我們先確認第一個 03:41,月線和季線呈現上彎 第一個符合了 03:46,我希望它也符合我第二個條件  03:50,當前股價要離月線 03:55,在5％以內 03:56,好 所以",auto,,
ch3-2.txt,196,"09:40,然後3月12日出量",,????-03-15,,出量,"09:04,走上來之後你要再做加碼 很簡單 09:07,做穩健的 09:08,這邊當然 過程中可以做短線的加碼 09:12,但是波段的加碼在哪個地方 09:15,回跌到這個位置 09:17,3月15號 09:19,上升的月線 季線 然後重點是離什麼 09:23,月線20ma 5％以內 09:26,記得我們 09:28,在這邊 09:30,在3月15號的時候 09:31,我在這個PP上面有寫到 09",auto,,
ch3-2.txt,200,"09:49,出量有機會挑戰前高",,????-03-15,,出量,"09:15,回跌到這個位置 09:17,3月15號 09:19,上升的月線 季線 然後重點是離什麼 09:23,月線20ma 5％以內 09:26,記得我們 09:28,在這邊 09:30,在3月15號的時候 09:31,我在這個PP上面有寫到 09:33,外資籌碼集中標的 09:35,外資前波大買後 開始進行整理盤整 09:38,3月11日出現窒息量 09:40,然後3月12日出量 09:42,",auto,,
ch4-1.txt,102,外資比較少去大量的買超這個上櫃的股票,,,,大量,有可能有一個一波短線的漲幅 了解意思嗎 投信的標的在兩個禮拜左右 一兩個禮拜都可以有一個 不要說都 就是高機率 都會有一些波動 你可以去觀察 好不好 好 那這邊就是你切一下 也可以切到這個上櫃的 上櫃的部分 那個投信大部分的標的 就像是那個上櫃的股票 投信會比較著墨 然後那個上市的 通常都是外資在著墨的 外資比較少去大量的買超這個上櫃的股票 因為上櫃是屬於中小型企業 對不對 中小型企業的話其實都是,auto,,
ch4-2.txt,230,"20:30,第三節，好，左那個左方越多的大量K棒，好在上面股價的上方，代表說這邊都是壓力。",,,,大量,"18:45,一個切入的，騎行切入的機會。 18:48,好，非常的，呃，怎麼講，SOP啦，哦，非常的SOP，所以你會覺得很難嗎？並沒有，對不對？ 18:56,好，我們第二個，第二個我們要講什麼？反轉的形態。好，反反轉的形態。 19:04,這個是反轉形態的進出策略，我們這邊有一個圖例給各位，好，我們一帶各位一起看。 19:12,這個策略最主要的目的在於趨勢反轉，抓到安全的切入點。我們馬上來看一下這個使",auto,,
ch4-2.txt,429,"38:00,非常的簡單，因為它的前一天是出量的，站上上軌，收盤價在上軌之上。",,,,出量,"36:26,這樣。 36:28,原本都在股價都在上軌之上，對不對？但是它哪一天，它的它收盤價在上軌？ 36:34,上軌的下面的時候，好，那就是一個模擬出場的位置了，就是這筆交易模模擬交易的出場的位置，瞭解意思嗎？ 36:43,好，股價齊漲或齊跌的特色啊，就是布林通道會從窄的時候變長，變成是喇叭的形狀。 36:51,OK，好，那我們這個廢話不多說啊，我們直接帶案例，你絕對就可以瞭解。 36:59,好",auto,,
ch4-2.txt,432,"38:21,出量哦，哦，這樣子它的那個支撐才有有出來，瞭解我意思嗎？",,,,出量,"36:43,好，股價齊漲或齊跌的特色啊，就是布林通道會從窄的時候變長，變成是喇叭的形狀。 36:51,OK，好，那我們這個廢話不多說啊，我們直接帶案例，你絕對就可以瞭解。 36:59,好，再來六六七二騰輝電子，在五月二十八號的時候，我們在這個地方有發現到，它已經怎麼樣？ 37:07,帶量的突出了上軌，好，帶量的突出了上軌，對不對？ 37:15,這個位置。 37:16,好，再讓圖上軌這種哈。 37:",auto,,
ch4-2.txt,444,"39:32,對不對？出量站上了上軌，出量站上了上軌，你可以在這一天的什麼？",,,,出量,"38:00,非常的簡單，因為它的前一天是出量的，站上上軌，收盤價在上軌之上。 38:09,後續，它的上軌就會具備。 38:13,支撐多方的支撐買盤，瞭解我意思嗎？就是這樣看，它吐出去上軌，它必須要。 38:21,出量哦，哦，這樣子它的那個支撐才有有出來，瞭解我意思嗎？ 38:26,OK，一路這樣走走走走走走走到這個地方，好，離開了上軌，收盤價離開上軌。 38:35,短線陷入可能陷入三到五天的整理，",auto,,
ch4-2.txt,478,"42:40,出量站上上軌了。",,,6237.0,出量,"41:23,這是上通道。 41:25,你要麼就一定要跳出去，好，不然你就回到下面去。為什麼？因為只要股價在下。 41:33,上軌之下的話，股價哦，股價在上軌之下的話，哎，這邊注意看。 41:41,有沒有股價在上軌之下的時候，就很容易形成什麼？ 41:47,麥芽。 41:48,這是一個雙面刃，懂嗎？所以我希望他趕快跳出去，趕快的跳出去，就可以變成另外一種格局。 41:57,另外一種就是他轉型了，他突",auto,,
ch5-2.txt,11,有講到我們的右下角要是出量的,,,,出量,好 同學們來到下一節 兩大精選關鍵 什麼意思呢 我們剛才在上一節的時候 挑出了5～10檔不等的當沖標的 從這裡面要如何去找到最精選的1～3檔 明天要來當沖的呢 有兩個關鍵的因素分享給大家 第一個 準備要突破前面的高點 第二個 量 還記不記得我們在複習第二單元的時候 有講到我們的右下角要是出量的 這兩個是非常重要的一件事 我們必須要在右邊下面 是必須要出量的 它準備要去過這個高點 過這個前面的高點 ,auto,,
ch5-2.txt,14,是必須要出量的,,,,出量,好 同學們來到下一節 兩大精選關鍵 什麼意思呢 我們剛才在上一節的時候 挑出了5～10檔不等的當沖標的 從這裡面要如何去找到最精選的1～3檔 明天要來當沖的呢 有兩個關鍵的因素分享給大家 第一個 準備要突破前面的高點 第二個 量 還記不記得我們在複習第二單元的時候 有講到我們的右下角要是出量的 這兩個是非常重要的一件事 我們必須要在右邊下面 是必須要出量的 它準備要去過這個高點 過這個前面的高點 ,auto,,
ch5-2.txt,67,你必須要伴隨大量在右下角,,,,大量,它在10%以內 就要過這一個前面的高點 好 這個部分你可以記一下 這叫做什麼 準突破 第二個重點 量 比較一下 左邊的量跟右邊的量 來 這邊用肉眼來判斷一下 右邊的這個地方的量是不是大於左邊的量 對不對 還記不記得我們第二單元的時候有講 你可以去回顧一下 我們說你要衝擊前高的時候 我還非常深刻 第二單元好像 量價那個地方第四點 你要衝擊前高  你必須要伴隨大量在右下角 這就是呼應我一開始最基礎的 ,auto,,
ch5-2.txt,77,這個地方也有出量 我們先從第一步來好了,,,,出量,你可以去回顧一下 我們說你要衝擊前高的時候 我還非常深刻 第二單元好像 量價那個地方第四點 你要衝擊前高  你必須要伴隨大量在右下角 這就是呼應我一開始最基礎的 量價教學的那個部分 如果你不熟悉的話 記得要回去那個地方複習 好不好 你要過前高 你的量一定要給我滾出來 雖然這樣講好像不太好聽 但是這個就是滾量 就是這個意思 好 再下一個 我們那時候挑到什麼 台揚 對不對 我們剛剛前幾章挑到台揚 這個,auto,,
ch5-2.txt,91,更前面的這一個大量的話,,,2010.0,大量,台揚 對不對 我們剛剛前幾章挑到台揚 這個地方也有出量 我們先從第一步來好了 第一步 準備要突破前波高點 前波高點在這個地方 準備要過 準備要過去了 第二個 下面是有量的 這個高點是沒有量的 對不對 雖然它後面有量沒有錯 只是它會需要更大的量去過這邊 所以很簡單 你可以先去用這種方式判斷 如果是右邊的量比較大的話 這個部分前面就有機會去攻擊這個前高 那如果你要再攻擊 更前面的這一個大量的話 你這個,auto,,
ch5-3.txt,485,會有大量的一個買盤,,,,大量,符合前置條件之後 我們再積極的朋友 你可以觀察第二根紅K 這個位置 第二根紅K 有沒有跌破第一根K棒 再來直接過第一根高點做切入 是否直接過第一根高點 這邊 有沒有過第一根高點 如果有過的話 直接做切入 了解我意思嗎 這邊也是 有過高點有突破 就做切入 再來穩健的朋友很簡單 等第二或第三根的5ma靠攏的時候 你在這個5ma的位置做切入 你會發現 股價跌到這個5ma的地方的時候 會有大量的一個買盤 ,auto,,
ch6-2.txt,91,例如出量,,????-06-22,,出量,盤中 等一下 讓它跑一下 對 Ok來了 出現了 然後你這個地方 它盤中盤後也有些許的不同 它會有一點不同 有點不同 所以你盤中盤後都可以去看 了解我意思嗎 Ok 我們這邊就先用盤後的模式 去做 好 來這個地方我們看一下 你選出來之後 篩出來之後 你必須要 你不是每一檔都要買 你必須要加入什麼 人工的判斷 什麼判斷 就像是我們剛剛講到的 盤勢的狀況 今天適不適合 懂意思嗎 例如出量 今天這檔標的它出,auto,,
ch6-2.txt,92,今天這檔標的它出量,,????-06-22,,出量,對 Ok來了 出現了 然後你這個地方 它盤中盤後也有些許的不同 它會有一點不同 有點不同 所以你盤中盤後都可以去看 了解我意思嗎 Ok 我們這邊就先用盤後的模式 去做 好 來這個地方我們看一下 你選出來之後 篩出來之後 你必須要 你不是每一檔都要買 你必須要加入什麼 人工的判斷 什麼判斷 就像是我們剛剛講到的 盤勢的狀況 今天適不適合 懂意思嗎 例如出量 今天這檔標的它出量 比前一天量增 叫做出量,auto,,
ch6-2.txt,93,比前一天量增 叫做出量 對不對,,????-06-22,,出量,然後你這個地方 它盤中盤後也有些許的不同 它會有一點不同 有點不同 所以你盤中盤後都可以去看 了解我意思嗎 Ok 我們這邊就先用盤後的模式 去做 好 來這個地方我們看一下 你選出來之後 篩出來之後 你必須要 你不是每一檔都要買 你必須要加入什麼 人工的判斷 什麼判斷 就像是我們剛剛講到的 盤勢的狀況 今天適不適合 懂意思嗎 例如出量 今天這檔標的它出量 比前一天量增 叫做出量 對不對 然後紅K站上,auto,,
ch6-2.txt,128,出量站上這一個上軌 對不對,,,,出量,好 再來這一個也是一樣 我們在尾盤的時候 等一下 這樣子 這檔其實也還好 為什麼 它有被這個上軌 下面這個K棒有被切到 這邊其實可以發現到 這個這幾天都是鋼鐵股 全部都鋼鐵股 沒辦法到尾盤 早盤就鎖死了 對不對 那我們就跳過 這也是 很常會發生早盤已經鎖死了 因為我們這個策略就是已非常強勢的一個狀況 好 再來這邊 出量站上這一個上軌 對不對 隔天開高 這個地方收838 838隔天開837 383隔,auto,,
ch6-2.txt,279,然後出量了,,,,出量,就會是你另外一部位  要去做的防守了 清楚嗎 這兩個差別很簡單 這個跳空開高 這個沒有 它有了 抱歉 這個是有的 它有開在高點這個位置 只不過它往下走了 但是我要講的是 後續你要觀察這5分K 它都有守住第一根5分K的低點 它就有機會往上走 其實這個跟我們這一個當沖 第五單元的教學的東西 內容非常類似 懂意思嗎 你會發現 這個區間怎麼都沒有跌破 然後出量了 出量過了這一個第一根5分K的高點 對不對 ,auto,,
ch6-2.txt,280,出量過了這一個第一根5分K的高點,,,,出量,要去做的防守了 清楚嗎 這兩個差別很簡單 這個跳空開高 這個沒有 它有了 抱歉 這個是有的 它有開在高點這個位置 只不過它往下走了 但是我要講的是 後續你要觀察這5分K 它都有守住第一根5分K的低點 它就有機會往上走 其實這個跟我們這一個當沖 第五單元的教學的東西 內容非常類似 懂意思嗎 你會發現 這個區間怎麼都沒有跌破 然後出量了 出量過了這一個第一根5分K的高點 對不對 出量過了第一根5分K的,auto,,
ch6-2.txt,282,出量過了第一根5分K的高點,,,,出量,它有了 抱歉 這個是有的 它有開在高點這個位置 只不過它往下走了 但是我要講的是 後續你要觀察這5分K 它都有守住第一根5分K的低點 它就有機會往上走 其實這個跟我們這一個當沖 第五單元的教學的東西 內容非常類似 懂意思嗎 你會發現 這個區間怎麼都沒有跌破 然後出量了 出量過了這一個第一根5分K的高點 對不對 出量過了第一根5分K的高點 你這樣子看來 你可不可以用第五單元我們所教的那個部分 做加碼,auto,,
ch6-2.txt,293,就等待 等到它出量,,,,出量,這個區間怎麼都沒有跌破 然後出量了 出量過了這一個第一根5分K的高點 對不對 出量過了第一根5分K的高點 你這樣子看來 你可不可以用第五單元我們所教的那個部分 做加碼 或者是你就可以直接把它切換成什麼 當沖的切入的模式 這樣子的形態 是走的相當的漂亮 同學們 這樣子的樣子走的相當的漂亮 第一根5分K都有守住 低點都有守住 然後一直沿在均線 等待 它沒有破第一根5分K低點 就等待 等到它出量 出量往,auto,,
ch6-2.txt,294,出量往上攻擊 過了這一個第一根5分K的高點的時候,,,,出量,然後出量了 出量過了這一個第一根5分K的高點 對不對 出量過了第一根5分K的高點 你這樣子看來 你可不可以用第五單元我們所教的那個部分 做加碼 或者是你就可以直接把它切換成什麼 當沖的切入的模式 這樣子的形態 是走的相當的漂亮 同學們 這樣子的樣子走的相當的漂亮 第一根5分K都有守住 低點都有守住 然後一直沿在均線 等待 它沒有破第一根5分K低點 就等待 等到它出量 出量往上攻擊 過了這一個第一根,auto,,
ch6-2.txt,344,然後這邊出量突破第一根5分K高點,,,,出量,這個部分算是一個 進階的 融合了當沖 隔日沖 整個進階的一個操作 思維裡面你要去做轉換 這個部分 你要重複去聽 然後去做一個實戰的模擬 模擬實戰 模擬考的概念 多觀察 多找標的去做觀察 清楚我意思嗎 有分三種情況 第一種跳空上來之後 後續弱掉 15分鐘沒有攻擊上去 第二種情況是 一直都守著什麼 第一根5分K的低點 然後這邊出量突破第一根5分K高點 然後做加碼 或做這一個切入 新增單量切入 或者是很,auto,,
ch7-1.txt,50,大量低點可能在50塊,,,,大量,你還是要進去搶 這種就代表什麼 你不知道風險在哪裡 我擔心你可能會聽不懂 所以用這種具體的 具體的一個說明 讓你知道這是什麼意思 Ok 投資股票進場前 必須要確認當前股價與停損點的距離 你是否能接受 重點在哪邊 你必須在進場前 你要先知道停損在哪邊 這是第一步驟 假設有一檔標的 現在可能60塊 但是你是設好的停損點 我們停損點有非常多的教學 對不對 你停損點 我們判斷一下 大量低點可能在50塊 中,auto,,
ch7-1.txt,54,不管是大量低點在50塊,,,,大量,具體的一個說明 讓你知道這是什麼意思 Ok 投資股票進場前 必須要確認當前股價與停損點的距離 你是否能接受 重點在哪邊 你必須在進場前 你要先知道停損在哪邊 這是第一步驟 假設有一檔標的 現在可能60塊 但是你是設好的停損點 我們停損點有非常多的教學 對不對 你停損點 我們判斷一下 大量低點可能在50塊 中間差了多少 這中間差了十塊錢 你要判斷一下 你能不能接受 不管是大量低點在50塊 還是月K ,auto,,
ch7-1.txt,79,大量低點,,,,大量,你先設定這個停損點 這個支撐在50塊 當股價越靠近這個位置的時候 可能55 你的這個距離 停損距離就差5塊了 你可能到52 你的這個位置就差2塊 你的風報比 上放空間就會變大 了解我意思嗎 就依照我們剛剛上述所有單元的教學 你去判斷我們這個支撐怎麼樣去抓 停損怎麼樣去抓 了解我意思嗎 Ok 再來 延續剛剛講的風報比 我們教學的關鍵支撐有什麼 大量低點 慣性均線 缺口支撐 轉強K棒低點 所以我們設定,auto,,
ch7-1.txt,90,我們講到大量,,,,大量,停損怎麼樣去抓 了解我意思嗎 Ok 再來 延續剛剛講的風報比 我們教學的關鍵支撐有什麼 大量低點 慣性均線 缺口支撐 轉強K棒低點 所以我們設定關鍵支撐當作我們的停損點 再離停損支撐的位置很近的時候 進行切入 上方的空間獲利就變大 勝率自然會提升 但是股票市場沒有絕對 只有機率的高低 這邊舉個例子 比方說這一檔 我們講到大量 大量的缺口 你在越靠近這個缺口的上緣 我們可以在這個地方 量縮切入 對不,auto,,
ch7-1.txt,91,大量的缺口,,,,大量,了解我意思嗎 Ok 再來 延續剛剛講的風報比 我們教學的關鍵支撐有什麼 大量低點 慣性均線 缺口支撐 轉強K棒低點 所以我們設定關鍵支撐當作我們的停損點 再離停損支撐的位置很近的時候 進行切入 上方的空間獲利就變大 勝率自然會提升 但是股票市場沒有絕對 只有機率的高低 這邊舉個例子 比方說這一檔 我們講到大量 大量的缺口 你在越靠近這個缺口的上緣 我們可以在這個地方 量縮切入 對不對 那你上方的空,auto,,
ch7-3.txt,16,個股前一天 出量K棒實紅收最高,,,,出量,好 7-3 最重要 我覺得是非常重要的一節 如何判斷主力意圖 這一個是非常實際實用 真的是驗證過非常多次的一個心態 如果你是老戰友的 有訂閱的朋友 你應該知道這個東西 收高開低 你說好不好用 非常的驗證 我不能說好用 就非常可以拿去驗證的東西 了解我意思嗎 基本上我們這邊的學員 都已經有做了這個反射的動作了 來 定義一下 個股前一天 出量K棒實紅收最高 或者是收相對高點 實紅出量這樣子 就是很厲害,auto,,
ch7-3.txt,18,實紅出量這樣子,,,,出量,如何判斷主力意圖 這一個是非常實際實用 真的是驗證過非常多次的一個心態 如果你是老戰友的 有訂閱的朋友 你應該知道這個東西 收高開低 你說好不好用 非常的驗證 我不能說好用 就非常可以拿去驗證的東西 了解我意思嗎 基本上我們這邊的學員 都已經有做了這個反射的動作了 來 定義一下 個股前一天 出量K棒實紅收最高 或者是收相對高點 實紅出量這樣子 就是很厲害的一個K棒型態 次日如果出現開平盤 甚至開綠,auto,,
ch7-3.txt,115,大量低點都跌破了,,,1612.0,大量,我們要承擔什麼 就是不去承擔中間的風險 好 來 和大家說明 這個收高開低的案例 這一天 非常強 在1612宏泰 非常強收漲停 隔天居然開綠 我們不看這後面的 我們不用看後面的 為什麼 後面這是事後的 最後的現象 只是它  我們要知道什麼 它隔天是開綠的 開在這個位置 沒有問題 Ok 開綠之後 一路直接往下殺 殺一根 把昨天前一天的低點 這個這麼強的前一天低點 大量低點都跌破了 不打緊 繼續往下崩 ,auto,,
ch7-3.txt,115,大量低點都跌破了,,,2376.0,大量,我們要承擔什麼 就是不去承擔中間的風險 好 來 和大家說明 這個收高開低的案例 這一天 非常強 在1612宏泰 非常強收漲停 隔天居然開綠 我們不看這後面的 我們不用看後面的 為什麼 後面這是事後的 最後的現象 只是它  我們要知道什麼 它隔天是開綠的 開在這個位置 沒有問題 Ok 開綠之後 一路直接往下殺 殺一根 把昨天前一天的低點 這個這麼強的前一天低點 大量低點都跌破了 不打緊 繼續往下崩 ,auto,,
ch7-3.txt,119,收高 出量收高 收最高是非常,,,2376.0,出量,非常強收漲停 隔天居然開綠 我們不看這後面的 我們不用看後面的 為什麼 後面這是事後的 最後的現象 只是它  我們要知道什麼 它隔天是開綠的 開在這個位置 沒有問題 Ok 開綠之後 一路直接往下殺 殺一根 把昨天前一天的低點 這個這麼強的前一天低點 大量低點都跌破了 不打緊 繼續往下崩 大盤完全沒事  再來 技嘉 收高 出量收高 收最高是非常 出亮紅K 收最高是非常強勢的一個象徵 結果隔天開低 開,auto,,
ch7-3.txt,166,個股前一天出量黑K 實黑收最低跌停,,,,出量,這多少 差0.1 100塊你不走 這邊差0.1而已 這樣下來 現在多少 21 1塊錢不走 現在變多少 就差8000塊了 100塊不走變8000塊 收高開低 非常恐怖 華新科 這也是一樣 這就是收高然後隔天開低 開低然後也是往下 好 另外一個部分 要講收低開高 相反的思維 個股前一天出量黑K 實黑收最低跌停 甚至跌停 次日如果出現開平盤甚至開紅的狀況 稱之為收低開高 可視為什麼 轉強的訊號 它收高 ,auto,,
ch7-3.txt,179,它跌停 大量K棒跌停收最低,,,3041.0,大量,要講收低開高 相反的思維 個股前一天出量黑K 實黑收最低跌停 甚至跌停 次日如果出現開平盤甚至開紅的狀況 稱之為收低開高 可視為什麼 轉強的訊號 它收高 這邊收低 跌停收低 對不對 結果它隔天 它沒有 為什麼 它常來講 它應該要開低下去 這沒有問題 對不對 像是這個地方 同學們就像這個地方 漲停 它隔天開高 是非常正常市場的一個共識 對不對 那在這邊一樣 它跌停 大量K棒跌停收最低 它隔天應該是開,auto,,
ch7-3.txt,205,一路往下攤 收盤大量黑K跌了8％,,,3041.0,大量,來跟大家幽默一下 來看一下喔 3041 這邊比較亂 散戶 今天帶量突破收漲停 明天全力作多 這個地方 帶量紅K收漲停 對不對 這邊出亮紅K收漲停 這邊隔天你看一下喔 它開什麼 它開平盤 記得開平盤也是很恐怖的一件事情 漲停的標的 隔天開白色開平盤 它沒有開高也是很恐怖的事情 本來要繼續做多的 看到開平盤 散戶衝進去 一路往下攤 收盤大量黑K跌了8％ 大量 又帶大量 散戶判斷怎麼樣 這檔已經掛了 執,auto,,
ch7-3.txt,206,大量 又帶大量,,,3041.0,大量,來看一下喔 3041 這邊比較亂 散戶 今天帶量突破收漲停 明天全力作多 這個地方 帶量紅K收漲停 對不對 這邊出亮紅K收漲停 這邊隔天你看一下喔 它開什麼 它開平盤 記得開平盤也是很恐怖的一件事情 漲停的標的 隔天開白色開平盤 它沒有開高也是很恐怖的事情 本來要繼續做多的 看到開平盤 散戶衝進去 一路往下攤 收盤大量黑K跌了8％ 大量 又帶大量 散戶判斷怎麼樣 這檔已經掛了 執行停損 大量黑K收,auto,,
ch7-3.txt,209,大量黑K收最低,,,,大量,明天全力作多 這個地方 帶量紅K收漲停 對不對 這邊出亮紅K收漲停 這邊隔天你看一下喔 它開什麼 它開平盤 記得開平盤也是很恐怖的一件事情 漲停的標的 隔天開白色開平盤 它沒有開高也是很恐怖的事情 本來要繼續做多的 看到開平盤 散戶衝進去 一路往下攤 收盤大量黑K跌了8％ 大量 又帶大量 散戶判斷怎麼樣 這檔已經掛了 執行停損 大量黑K收最低 是非常難看的現象 結果隔天 開高 這三張圖就包含了收高,auto,,
ex1-1.txt,147,"06:36,成交量放小 去抓出量出方向的機會",,,,出量,"05:47,股價前一波必須要有攻擊過 05:51,它必須要有攻擊過 05:52,股價搭配成交量 05:55,有攻擊過 才會出現什麼 主力的進貨量 06:01,清楚意思嗎 06:04,股價的拉抬 一定是靠主力的進貨 06:08,上漲的階段 06:10,你絕對可以看到下面成交量絕對是放大的 06:15,我們要抓的就是回跌 06:17,或者是價格平穩的時候 06:19,它的這個成交量 06:22,有沒有",auto,,
ex1-1.txt,163,"07:20,上漲爆量之後 下跌又沒量了",,,,爆量,"06:43,我們用一個簡單的圖 06:46,在開始第二節 06:46,我們先用簡單的圖來看一下 06:48,你看一下 從這邊 06:50,同致 在50塊的時候成交量 06:52,第一次放大 06:53,攻擊放大 有沒有 06:56,往上攻擊的時候 成交量出來 06:59,往下縮的時候 成交量放小 07:03,再次攻擊的時候 成交量要出來 07:05,有沒有覺得這個跟我們在第二節的時候 07:09,",auto,,
ex1-1.txt,165,"07:26,平穩 出量 這個地方往上走一點",,,,出量,"06:46,我們先用簡單的圖來看一下 06:48,你看一下 從這邊 06:50,同致 在50塊的時候成交量 06:52,第一次放大 06:53,攻擊放大 有沒有 06:56,往上攻擊的時候 成交量出來 06:59,往下縮的時候 成交量放小 07:03,再次攻擊的時候 成交量要出來 07:05,有沒有覺得這個跟我們在第二節的時候 07:09,量價關係的時候 有非常類似的圖片 07:12,沒錯 同學們",auto,,
ex1-1.txt,168,"07:37,出量再慢慢往上走",,,,出量,"06:52,第一次放大 06:53,攻擊放大 有沒有 06:56,往上攻擊的時候 成交量出來 06:59,往下縮的時候 成交量放小 07:03,再次攻擊的時候 成交量要出來 07:05,有沒有覺得這個跟我們在第二節的時候 07:09,量價關係的時候 有非常類似的圖片 07:12,沒錯 同學們 07:15,股價大多頭上漲的時候就是 07:18,這個視野就是這樣 07:20,上漲爆量之後 下跌又沒量了",auto,,
ex1-1.txt,170,"07:42,出量又拉回",,,,出量,"06:56,往上攻擊的時候 成交量出來 06:59,往下縮的時候 成交量放小 07:03,再次攻擊的時候 成交量要出來 07:05,有沒有覺得這個跟我們在第二節的時候 07:09,量價關係的時候 有非常類似的圖片 07:12,沒錯 同學們 07:15,股價大多頭上漲的時候就是 07:18,這個視野就是這樣 07:20,上漲爆量之後 下跌又沒量了 07:23,但是價格平穩 07:26,平穩 出量 這",auto,,
ex1-1.txt,176,"07:56,這邊出量 股價又橫盤整理",,,,出量,"07:15,股價大多頭上漲的時候就是 07:18,這個視野就是這樣 07:20,上漲爆量之後 下跌又沒量了 07:23,但是價格平穩 07:26,平穩 出量 這個地方往上走一點  07:30,往下跌 搭配成交量非常萎縮 07:34,但是價格沒有往下因此崩跌 07:37,出量再慢慢往上走 07:38,這邊一樣也是都是在橫盤整理 07:42,出量又拉回 07:44,拉一下回一下 07:48,這邊就更明",auto,,
ex1-2.txt,16,"00:39,小於20日內最大量的10％",,,,大量,"00:00,第二節 00:01,高勝率窒息量參數設定 00:05,我覺得 我會認為說 00:07,你這整個單元 注意聽喔 00:11,最重要的其實就是這一節 00:14,不管前面你了解的原理 00:16,加上後面我們用個案帶入 00:18,重點全部都是在這一節裡面 00:21,所以同學們你要注意聽喔 好嗎 00:24,1-2  窒息量策略SOP 00:28,第一個條件 成交量 00:30,我們說窒",auto,,
ex1-2.txt,23,"01:07,小於20日內最大量的10%",,,,大量,"00:18,重點全部都是在這一節裡面 00:21,所以同學們你要注意聽喔 好嗎 00:24,1-2  窒息量策略SOP 00:28,第一個條件 成交量 00:30,我們說窒息量 00:32,最重要的是什麼 就是成交量 00:34,好 這個部分你要注意了 00:36,目前股價 00:39,小於20日內最大量的10％ 00:45,目前股價的成交量 應該這個地方是要講說 00:49,當前目前股價你對照它",auto,,
ex1-2.txt,26,"01:21,假設20日內的最大量",,,,大量,"00:28,第一個條件 成交量 00:30,我們說窒息量 00:32,最重要的是什麼 就是成交量 00:34,好 這個部分你要注意了 00:36,目前股價 00:39,小於20日內最大量的10％ 00:45,目前股價的成交量 應該這個地方是要講說 00:49,當前目前股價你對照它的成交量 00:54,這邊注意聽 你這個地方可能會看不懂 00:57,但是很簡單就是 00:58,目前這一天的股價 01",auto,,
ex1-2.txt,30,"01:33,反正就是你20日內抓的最大量",,,,大量,"00:36,目前股價 00:39,小於20日內最大量的10％ 00:45,目前股價的成交量 應該這個地方是要講說 00:49,當前目前股價你對照它的成交量 00:54,這邊注意聽 你這個地方可能會看不懂 00:57,但是很簡單就是 00:58,目前這一天的股價 01:01,所搭配下面的成交量 01:07,小於20日內最大量的10% 01:16,來 這邊注意聽 01:18,假設 這邊帶案例 01:2",auto,,
